Category,ITM ID,Source ID,Match Score,Match Type,Mark As,ITM Business name,ITM Address -1,ITM City,ITM State,ITM Zip,Source Business name,Source Address -1,Source City,Source State,Source Zip,ITM concat addr,Source concat addr,ITM lat,ITM long,Source lat,Source long,Distance (in km),Distance Flag
,38394271,773821,78%,Moderate,,THE ORTHO SURG AND SPINE                ,4110 BRIARGATE PKWY STE 200             ,COLORADO SPRINGS         ,CO,80920,Academy Dermatology and Laser Center,"1665 Briargate Blvd, Ste 200",Colorado Spgs,CO,80920,"4110 BRIARGATE PKWY STE 200             ,COLORADO SPRINGS         ,CO,80920","1665 BRIARGATE BLVD, STE 200,COLORADO SPGS,CO,80920",,,,,,0
,36686524,617422,78%,Moderate,,PONTCHARTRAIN CANCER CENTER INC         ,120 LAKEVIEW CIR                        ,COVINGTON                ,LA,70433,Baldone Dermatology LLC,150 Lakeview Cir,Covington,LA,70433,"120 LAKEVIEW CIR                        ,COVINGTON                ,LA,70433","150 LAKEVIEW CIR,COVINGTON,LA,70433",,,,,,0
,8965989,4222,78%,Moderate,,UUH UHOSP OP PHCY 340B                  ,50 N MEDICAL DR RM W1600                ,SALT LAKE CITY           ,UT,84132,University of Utah Hospital,50 N Medical Dr,Salt Lake City,UT,84132,"50 N MEDICAL DR RM W1600                ,SALT LAKE CITY           ,UT,84132","50 N MEDICAL DR,SALT LAKE CITY,UT,84132",,,40.7712607021521,-111.840152877668,,0
,34700258,758051,78%,Moderate,,MEDS MADE EASY PHARMACY                 ,3830 BEE RIDGE RD STE 101               ,SARASOTA                 ,FL,34233,Dermatology Associates (AKA Monica K Bedi MD PA),"3830 Bee Ridge Rd, Suite 200",Sarasota,FL,34233,"3830 BEE RIDGE RD STE 101               ,SARASOTA                 ,FL,34233","3830 BEE RIDGE RD, SUITE 200,SARASOTA,FL,34233",27.298756,-82.49257,27.298756,-82.49257,0.0,1
,1882119,662858,78%,Moderate,,PENN STATE HEALTH COMMUNITY MEDICAL GROU,3912 TRINDLE RD                         ,CAMP HILL                ,PA,17011,Orthopedic Institute of Pennsylvania,3399 Trindle Rd,Camp Hill,PA,17011,"3912 TRINDLE RD                         ,CAMP HILL                ,PA,17011","3399 TRINDLE RD,CAMP HILL,PA,17011",40.2352871,-76.94362650000001,40.23655145,-76.9379366515438,0.31256814341236566,0
,53301742,1970,78%,Moderate,,BIDMC PHARMACY INC                      ,364 BROOKLINE AVE                       ,BOSTON                   ,MA,02215,Beth Israel Deaconess Medical Center,330 Brookline Ave,Boston,MA,02215,"364 BROOKLINE AVE                       ,BOSTON                   ,MA,02215","330 BROOKLINE AVE,BOSTON,MA,02215",42.33877408,-71.10731688,42.3397554,-71.1049218220988,0.1398545239764045,1
,22386297,1963,78%,Moderate,,APOTHECARE PHARMACY LLC                 ,720 CENTRE ST                           ,BROCKTON                 ,MA,02302,Signature Healthcare Brockton Hospital,680 Centre St,Brockton,MA,02302,"720 CENTRE ST                           ,BROCKTON                 ,MA,02302","680 CENTRE ST,BROCKTON,MA,02302",42.08666115,-70.9892970775821,42.0872752,-70.99107388550759,0.10050201445042664,1
,27624557,1090,78%,Moderate,,HEARTLAND LONG TERM CARE                ,8455 W EMERALD ST                       ,BOISE                    ,ID,83704,Treasure Valley Hospital,8800 W Emerald St,Boise,ID,83704,"8455 W EMERALD ST                       ,BOISE                    ,ID,83704","8800 W EMERALD ST,BOISE,ID,83704",43.611286,-116.28684,43.61127,-116.29142,0.22912195642784047,0
,4120295,550787,78%,Moderate,,HEALTH SPECTRUM PHARMACY SERVICES       ,1637 CHEW ST                            ,ALLENTOWN                ,PA,18102,Lehigh Valley Hospital - 17th Street,1627 Chew St,Allentown,PA,18102,"1637 CHEW ST                            ,ALLENTOWN                ,PA,18102","1627 CHEW ST,ALLENTOWN,PA,18102",40.607479,-75.46990600000001,40.607479,-75.46990600000001,0.0,1
,24477977,274387,78%,Moderate,,NEW HORIZON PHARMACY #2 3               ,975 W FARIS RD                          ,GREENVILLE               ,SC,29605,Shriners Hospitals for Children - Greenville,950 W Faris Rd,Greenville,SC,29605,"975 W FARIS RD                          ,GREENVILLE               ,SC,29605","950 W FARIS RD,GREENVILLE,SC,29605",34.81588970000001,-82.414302097928,34.81725145,-82.4130042744286,0.11946624242117215,1
,23652415,801729,78%,Moderate,,BLACKSTONE VALLEY SURGICARE             ,1526 ATWOOD AVE STE 300                 ,JOHNSTON                 ,RI,02919,Coastal Dermatology and Cosmetic Center,"1539 Atwood Ave, Suite 301",Johnston,RI,02919,"1526 ATWOOD AVE STE 300                 ,JOHNSTON                 ,RI,02919","1539 ATWOOD AVE, SUITE 301,JOHNSTON,RI,02919",41.82656,-71.499794,41.826527,-71.49977,0.002593381806036145,1
,27020488,854139,78%,Moderate,,PACIFIC HEIGHTS SURGERY C               ,3000 CALIFORNIA ST STE A                ,SAN FRANCISCO            ,CA,94115,Pacific Gynecology Surgical Group,"2100 Webster St, Suite 518",San Francisco,CA,94115,"3000 CALIFORNIA ST STE A                ,SAN FRANCISCO            ,CA,94115","2100 WEBSTER ST, SUITE 518,SAN FRANCISCO,CA,94115",37.787636,-122.443886,37.790115,-122.43239,0.6506611453424492,0
,9240357,780022,78%,Moderate,,HOSPICE OF NE FLORIDA                   ,4266 SUNBEAM RD                         ,JACKSONVILLE             ,FL,32257,Southside Dermatology,4727 Sunbeam Rd,Jacksonville,FL,32257,"4266 SUNBEAM RD                         ,JACKSONVILLE             ,FL,32257","4727 SUNBEAM RD,JACKSONVILLE,FL,32257",30.204453700000002,-81.6055537,30.2061317021655,-81.5935865456083,0.7239315705907002,0
,5064333,1195,78%,Moderate,,MERCY PROFESSIONAL BLDG PHCY            ,1315 N HIGHLAND AVE STE 101             ,AURORA                   ,IL,60506,AMITA Health Mercy Medical Center Aurora (FKA Presence Mercy Medical Center),1325 N Highland Ave,Aurora,IL,60506,"1315 N HIGHLAND AVE STE 101             ,AURORA                   ,IL,60506","1325 N HIGHLAND AVE,AURORA,IL,60506",,,41.78703705,-88.3247286811493,,0
,9268748,4187,78%,Moderate,,TEXAS ONCOLOGY                          ,5400 KELL BLVD                          ,WICHITA FALLS            ,TX,76310,Kell West Regional Hospital,5420 Kell Blvd,Wichita Falls,TX,76310,"5400 KELL BLVD                          ,WICHITA FALLS            ,TX,76310","5420 KELL BLVD,WICHITA FALLS,TX,76310",33.9043107,-98.48614920000001,33.9043107,-98.48614920000001,0.0,1
,4273600,591898,78%,Moderate,,MID FLORIDA HEMATOLOGY & ONCOLGY        ,2776 ENTERPRISE RD STE 100              ,ORANGE CITY              ,FL,32763,Volusia Hand Surgery Clinic PA,"2777 Enterprise Rd, Ste 1",Orange City,FL,32763,"2776 ENTERPRISE RD STE 100              ,ORANGE CITY              ,FL,32763","2777 ENTERPRISE RD, STE 1,ORANGE CITY,FL,32763",28.90525,-81.28876,28.904732,-81.28849,0.039340246557408566,1
,32134023,624205,78%,Moderate,,HAYWORTH CANCER CENTER                  ,302 WESTWOOD AVE                        ,HIGH POINT               ,NC,27262,Piedmont Prostate Center PLLC,218 Gatewood Ave,High Point,NC,27262,"302 WESTWOOD AVE                        ,HIGH POINT               ,NC,27262","218 GATEWOOD AVE,HIGH POINT,NC,27262",35.961517609016205,-80.0118376965175,35.9604527755102,-80.0112743469388,0.0800347572191206,1
,1905288,603778,78%,Moderate,,ARIZONA ONCOLOGY ASSOCIATES             ,2625 N CRAYCROFT RD STE 201             ,TUCSON                   ,AZ,85712,Dyson Dermatology PLLC,"2222 N Craycroft Rd, Suite 100",Tucson,AZ,85712,"2625 N CRAYCROFT RD STE 201             ,TUCSON                   ,AZ,85712","2222 N CRAYCROFT RD, SUITE 100,TUCSON,AZ,85712",32.25475,-110.87529,32.248104,-110.87541,0.45924762425492827,0
,13443515,3546,78%,Moderate,,MAIN LINE ONCOLOGY HEMATLGY ASSOCS      ,100 E LANCASTER AVE STE B20             ,WYNNEWOOD                ,PA,19096,Lankenau Medical Center,100 E Lancaster Ave,Wynnewood,PA,19096,"100 E LANCASTER AVE STE B20             ,WYNNEWOOD                ,PA,19096","100 E LANCASTER AVE,WYNNEWOOD,PA,19096",,,39.98813305,-75.2624303761465,,0
,8943857,4317,78%,Moderate,,VIRGINIA ONCOLOGY ASSOCIATES            ,3000 COLISEUM DR STE 104                ,HAMPTON                  ,VA,23666,Sentara CarePlex Hospital,3000 Coliseum Dr,Hampton,VA,23666,"3000 COLISEUM DR STE 104                ,HAMPTON                  ,VA,23666","3000 COLISEUM DR,HAMPTON,VA,23666",,,37.05650465,-76.3904018743706,,0
,21155945,609246,78%,Moderate,,UTAH CANCER SPECIALISTS                 ,3838 S 700 E STE 100                    ,SALT LAKE CITY           ,UT,84106,Omega Interventional Pain PLLC,"3838 S 700 E, Ste 300",Salt Lake Cty,UT,84106,"3838 S 700 E STE 100                    ,SALT LAKE CITY           ,UT,84106","3838 S 700 E, STE 300,SALT LAKE CTY,UT,84106",,,,,,0
,34616889,982051,78%,Moderate,,HFMC COLUMBUS ONCOLOGY 340B             ,39450 W 12 MILE RD STE 1B               ,NOVI                     ,MI,48377,Novi Dermatology,"44000 W 12 Mile Rd, Suite 103",Novi,MI,48377,"39450 W 12 MILE RD STE 1B               ,NOVI                     ,MI,48377","44000 W 12 MILE RD, SUITE 103,NOVI,MI,48377",42.4971,-83.43712,42.49549,-83.4841,2.3959302558252706,0
,37151548,90,78%,Moderate,,IHRX4U                                  ,1 MOBILE INFIRMARY CIR                  ,MOBILE                   ,AL,36607,Mobile Infirmary,5 Mobile Infirmary Cir,Mobile,AL,36607,"1 MOBILE INFIRMARY CIR                  ,MOBILE                   ,AL,36607","5 MOBILE INFIRMARY CIR,MOBILE,AL,36607",30.69478125,-88.0798530564626,30.69599325,-88.0793932574962,0.08808428279192561,1
,2702870,5696,78%,Moderate,,"INTERMOUNTAIN HEALTHCARE, INC           ",9500 S 1300 E                           ,SANDY                    ,UT,84094,Encompass Health Rehabilitation Hospital of Utah (FKA HealthSouth Rehabilitation Hospital of Utah),8074 S 1300 E,Sandy,UT,84094,"9500 S 1300 E                           ,SANDY                    ,UT,84094","8074 S 1300 E,SANDY,UT,84094",40.5638449,-111.8531263,40.60479285,-111.85471022460399,2.8304496321141808,0
,30098398,1175,78%,Moderate,,WALGREENS 9638 WINFIELD                 ,25 N WINFIELD RD STE 101                ,WINFIELD                 ,IL,60190,Northwestern Medicine Central DuPage Hospital,25 N Winfield Rd,Winfield,IL,60190,"25 N WINFIELD RD STE 101                ,WINFIELD                 ,IL,60190","25 N WINFIELD RD,WINFIELD,IL,60190",,,41.8735075,-88.1557422012887,,0
,34263817,627752,78%,Moderate,,EINSTEIN AT CENTER ONE PHARMACY         ,9880 BUSTLETON AVE STE 332              ,PHILADELPHIA             ,PA,19115,Center for Dermatology Laser and Cosmetic Surgery Llc,"9892 Bustleton Ave, Suite 204",Philadelphia,PA,19115,"9880 BUSTLETON AVE STE 332              ,PHILADELPHIA             ,PA,19115","9892 BUSTLETON AVE, SUITE 204,PHILADELPHIA,PA,19115",40.097347,-75.03056,40.09758,-75.03054,0.016133405939414293,1
,39404436,636839,78%,Moderate,,OCHSNER PHARMACY AND WELLNESS- BAPTIST  ,2820 NAPOLEON AVE STE 220               ,NEW ORLEANS              ,LA,70115,Eric M Finley MD LLC,"2820 Napoleon Ave, Suite 645",New Orleans,LA,70115,"2820 NAPOLEON AVE STE 220               ,NEW ORLEANS              ,LA,70115","2820 NAPOLEON AVE, SUITE 645,NEW ORLEANS,LA,70115",29.938334,-90.103386,29.938334,-90.103386,0.0,1
,30044008,624353,78%,Moderate,,ONCOLOGY SPECIALTIES PC                 ,1107 14TH AVE SE STE 200                ,DECATUR                  ,AL,35601,Decatur ENT Associates PC,1218 13th Ave Se,Decatur,AL,35601,"1107 14TH AVE SE STE 200                ,DECATUR                  ,AL,35601","1218 13TH AVE SE,DECATUR,AL,35601",,,34.5889357237098,-86.97133948142309,,0
,19057621,4264,78%,Moderate,,WALGREENS                               ,1401 JOHNSTON WILLIS DR # 1300          ,RICHMOND                 ,VA,23235,Johnston-Willis Hospital,1401 Johnston Willis Dr,Richmond,VA,23235,"1401 JOHNSTON WILLIS DR # 1300          ,RICHMOND                 ,VA,23235","1401 JOHNSTON WILLIS DR,RICHMOND,VA,23235",,,37.510456,-77.59734,,0
,34616701,3197,78%,Moderate,,AKRON CHILDREN'S HOSPITAL               ,6505 MARKET ST BLDG A                   ,YOUNGSTOWN               ,OH,44512,Mercy Health - St Elizabeth Boardman Hospital,8401 Market St,Youngstown,OH,44512,"6505 MARKET ST BLDG A                   ,YOUNGSTOWN               ,OH,44512","8401 MARKET ST,YOUNGSTOWN,OH,44512",,,41.099931299999994,-80.64961170000001,,0
,49467540,2913,78%,Moderate,,NORTHWELL HLTHCR INC                    ,440 E MAIN ST                           ,BAY SHORE                ,NY,11706,Southside Hospital,301 E Main St,Bay Shore,NY,11706,"440 E MAIN ST                           ,BAY SHORE                ,NY,11706","301 E MAIN ST,BAY SHORE,NY,11706",40.726756979798004,-73.2337775151515,40.72603315,-73.2417981111639,0.42293571543955477,0
,1923335,925896,78%,Moderate,,"GAJERA & PATEL, PLLC                    ",1717 HIGH ST STE 1A                     ,HOPKINSVILLE             ,KY,42240,Lifelinc Pain Management II Pc,"1717 High St, Suite 3b",Hopkinsville,KY,42240,"1717 HIGH ST STE 1A                     ,HOPKINSVILLE             ,KY,42240","1717 HIGH ST, SUITE 3B,HOPKINSVILLE,KY,42240",36.861366,-87.49429,36.861366,-87.49429,0.0,1
,2697189,684755,78%,Moderate,,ALLIANCE PHARMACY CO                    ,1245 HIGHLAND AVE                       ,ABINGTON                 ,PA,19001,Surgical Care Specialists Inc,"1245 Highland Ave, Suite 600",Abington,PA,19001,"1245 HIGHLAND AVE                       ,ABINGTON                 ,PA,19001","1245 HIGHLAND AVE, SUITE 600,ABINGTON,PA,19001",40.1196845,-75.1208574,,,,0
,39058779,850736,78%,Moderate,,VIVO HEALTH SPCLTY PHCY                 ,410 LAKEVILLE RD STE 102                ,NEW HYDE PARK            ,NY,11042,Ari Leonard Ginsberg MD,"410 Lakeville Rd, Ste 100",New Hyde Park,NY,11042,"410 LAKEVILLE RD STE 102                ,NEW HYDE PARK            ,NY,11042","410 LAKEVILLE RD, STE 100,NEW HYDE PARK,NY,11042",40.75843,-73.70441,40.75843,-73.70441,0.0,1
,29629338,697328,78%,Moderate,,FLORIDA CANCER-LEESBURG NORTH-LB        ,9832 US HIGHWAY 441 STE 101             ,LEESBURG                 ,FL,34788,Christopher T Soprenuk MD PA,"9846 Us Highway 441, Suite 101",Leesburg,FL,34788,"9832 US HIGHWAY 441 STE 101             ,LEESBURG                 ,FL,34788","9846 US HIGHWAY 441, SUITE 101,LEESBURG,FL,34788",28.825201,-81.794075,28.825161,-81.79394,0.008626557412086051,1
,39404139,4165,78%,Moderate,,AUSTIN CANCER CENTER                    ,9715 BURNET RD STE 200                  ,AUSTIN                   ,TX,78758,St Davids North Austin Medical Center,12221 N Mopac Expy N,Austin,TX,78758,"9715 BURNET RD STE 200                  ,AUSTIN                   ,TX,78758","12221 N MOPAC EXPY N,AUSTIN,TX,78758",,,30.411795399999995,-97.7063644191707,,0
,38183228,550639,78%,Moderate,,KIRKLAND CANCER CENTER PHARMACY         ,720 W FOREST AVE                        ,JACKSON                  ,TN,38301,The Jackson Clinic,700 W Forest Ave,Jackson,TN,38301,"720 W FOREST AVE                        ,JACKSON                  ,TN,38301","700 W FOREST AVE,JACKSON,TN,38301",35.6355808,-88.83300859999999,35.6355229608114,-88.8337626932466,0.04253414525277067,1
,28225092,1791,77%,Moderate,,"WALGREEN LOUISIANA CO, INC              ",2000 CANAL ST STE G1-1200               ,NEW ORLEANS              ,LA,70112,University Medical Center New Orleans (FKA Medical Center of Louisiana at New Orleans and Interim LSU Public Hospital),2000 Canal St,New Orleans,LA,70112,"2000 CANAL ST STE G1-1200               ,NEW ORLEANS              ,LA,70112","2000 CANAL ST,NEW ORLEANS,LA,70112",,,29.95978845,-90.0821461842375,,0
,8894303,2096,77%,Moderate,,AMBULATORY CARE PHARMACY                ,1500 E MEDICAL CENTER DR SPC 5008       ,ANN ARBOR                ,MI,48109,University Hospital,1500 E Medical Center Dr,Ann Arbor,MI,48109,"1500 E MEDICAL CENTER DR SPC 5008       ,ANN ARBOR                ,MI,48109","1500 E MEDICAL CENTER DR,ANN ARBOR,MI,48109",,,42.282078799999994,-83.7273149945068,,0
,2151178,771119,77%,Moderate,,CANCER CENTER OF KANSAS                 ,2020 CENTRAL AVE                        ,DODGE CITY               ,KS,67801,Family Care Clinic of Western Kansas Llc,200 W Ross Blvd,Dodge City,KS,67801,"2020 CENTRAL AVE                        ,DODGE CITY               ,KS,67801","200 W ROSS BLVD,DODGE CITY,KS,67801",37.7687149,-100.01585759999999,37.787451095624704,-100.016644046026,1.2952578749521346,0
,49702923,195,77%,Moderate,,"GRADO, GORDON MD INC                    ",2755 SILVER CREEK RD STE 127            ,BULLHEAD CITY            ,AZ,86442,Western Arizona Regional Medical Center,2735 Silver Creek Rd,Bullhead City,AZ,86442,"2755 SILVER CREEK RD STE 127            ,BULLHEAD CITY            ,AZ,86442","2735 SILVER CREEK RD,BULLHEAD CITY,AZ,86442",,,35.11060475,-114.55580551949801,,0
,27681386,1035,77%,Moderate,,MEDICAL CENTER 340B                     ,710 CENTER ST # 951                     ,COLUMBUS                 ,GA,31901,Piedmont Columbus Regional - Midtown,710 Center St,Columbus,GA,31901,"710 CENTER ST # 951                     ,COLUMBUS                 ,GA,31901","710 CENTER ST,COLUMBUS,GA,31901",,,32.48051245,-84.98188513690809,,0
,11988158,609707,77%,Moderate,,FOUR CORNERS AMB SURG CENTER            ,2300 E 30TH ST BLDG A                   ,FARMINGTON               ,NM,87401,Orthopedic Associates PA,"2300 E 30th St, Bldg D Suite 101",Farmington,NM,87401,"2300 E 30TH ST BLDG A                   ,FARMINGTON               ,NM,87401","2300 E 30TH ST, BLDG D SUITE 101,FARMINGTON,NM,87401",36.756058,-108.17167,36.756058,-108.17167,0.0,1
,4759375,2223,77%,Moderate,,ST CLOUD MED GRP NW-TACL                ,251 COUNTY ROAD 120                     ,SAINT CLOUD              ,MN,56303,St Cloud Hospital,1406 6th Ave N,Saint Cloud,MN,56303,"251 COUNTY ROAD 120                     ,SAINT CLOUD              ,MN,56303","1406 6TH AVE N,SAINT CLOUD,MN,56303",45.5861175,-94.20837359999999,45.57533585,-94.1691401199299,2.038283614201353,0
,2746289,734942,77%,Moderate,,REGIONAL CANCER CARE ASSOCIATES         ,100 1ST ST STE 301                      ,HACKENSACK               ,NJ,07601,Donald A McCain MD (AKA Cancer Surgery Associatesllc),"20 Prospect Ave, Suite 603",Hackensack,NJ,07601,"100 1ST ST STE 301                      ,HACKENSACK               ,NJ,07601","20 PROSPECT AVE, SUITE 603,HACKENSACK,NJ,07601",,,40.88433,-74.05778,,0
,56280601,639415,77%,Moderate,,PARK PHARMACY                           ,2108 CHARLOTTE AVE                      ,NASHVILLE                ,TN,37203,Tennessee Rheumatology (AKA Center for Inflammatory Disease PC),2001 Charlotte Ave,Nashville,TN,37203,"2108 CHARLOTTE AVE                      ,NASHVILLE                ,TN,37203","2001 CHARLOTTE AVE,NASHVILLE,TN,37203",36.156535,-86.806611,36.150939,-86.85470240000001,2.7106633787266214,0
,37906902,730409,77%,Moderate,,RED ROCK PHARMACY LTC                   ,450 S 900 E STE 150                     ,SALT LAKE CITY           ,UT,84102,Ear Nose & Throat Center of Utah,22 S 900 E,Salt Lake City,UT,84102,"450 S 900 E STE 150                     ,SALT LAKE CITY           ,UT,84102","22 S 900 E,SALT LAKE CITY,UT,84102",,,40.7688281666667,-111.86544179166701,,0
,13506988,956721,77%,Moderate,,JPS INFUSION PHARMACY                   ,1450 8TH AVE                            ,FORT WORTH               ,TX,76104,Eighth Avenue Obstetrics & Gynecology,1425 8th Ave,Fort Worth,TX,76104,"1450 8TH AVE                            ,FORT WORTH               ,TX,76104","1425 8TH AVE,FORT WORTH,TX,76104",32.7303326969697,-97.3438182121212,32.72844595,-97.3433148632132,0.13360419712793917,1
,37121082,1522,77%,Moderate,,CENTRAL CARE CANCER CENTER              ,204 CLEVELAND ST                        ,GREAT BEND               ,KS,67530,The University of Kansas Health System - Great Bend Campus,514 Cleveland St,Great Bend,KS,67530,"204 CLEVELAND ST                        ,GREAT BEND               ,KS,67530","514 CLEVELAND ST,GREAT BEND,KS,67530",38.35473379084971,-98.7914969607843,38.35568455,-98.79078539841991,0.07616884579719473,1
,20749833,704403,77%,Moderate,,EDWARD CANCER CENTER                    ,120 SPALDING DR STE 111                 ,NAPERVILLE               ,IL,60540,Grossweiner & Blaszak PC,"120 Spalding Dr, Ste 405",Naperville,IL,60540,"120 SPALDING DR STE 111                 ,NAPERVILLE               ,IL,60540","120 SPALDING DR, STE 405,NAPERVILLE,IL,60540",41.761818,-88.15071,41.761818,-88.15071,0.0,1
,32758091,2269,77%,Moderate,,MHG EMPLOYEE PHARMACY                   ,4500 13TH ST                            ,GULFPORT                 ,MS,39501,Memorial Hospital at Gulfport,"4500 13th St, PO BOX 1810",Gulfport,MS,39501,"4500 13TH ST                            ,GULFPORT                 ,MS,39501","4500 13TH ST, PO BOX 1810,GULFPORT,MS,39501",30.36791715,-89.11547726344999,,,,0
,1914899,637040,77%,Moderate,,TEXAS ONC - SAN ANTONIO NORTHE          ,2130 NE LOOP 410 STE 100                ,SAN ANTONIO              ,TX,78217,Medical Therapy & Research,"2130 NE Loop 410, Ste 250",San Antonio,TX,78217,"2130 NE LOOP 410 STE 100                ,SAN ANTONIO              ,TX,78217","2130 NE LOOP 410, STE 250,SAN ANTONIO,TX,78217",29.515516,-98.42428,29.515516,-98.42428,0.0,1
,2176,1365,77%,Moderate,,INDIANA UNIVERSITY HOSP                 ,550 UNIVERSITY BLVD                     ,INDIANAPOLIS             ,IN,46202,IU Health Methodist Hospital,1701 N Senate Blvd,Indianapolis,IN,46202,"550 UNIVERSITY BLVD                     ,INDIANAPOLIS             ,IN,46202","1701 N SENATE BLVD,INDIANAPOLIS,IN,46202",39.7759498,-86.17669389965349,,,,0
,1905000,1286,77%,Moderate,,FORT WAYNE MED ONC&HEM-ORAL             ,2514 E DUPONT RD STE 100                ,FORT WAYNE               ,IN,46825,Dupont Hospital,2520 E Dupont Rd,Fort Wayne,IN,46825,"2514 E DUPONT RD STE 100                ,FORT WAYNE               ,IN,46825","2520 E DUPONT RD,FORT WAYNE,IN,46825",,,41.17513815,-85.1088394379203,,0
,20247072,639225,77%,Moderate,,WALGREENS #11255                        ,4545 E 9TH AVE STE 100                  ,DENVER                   ,CO,80220,Skincare Colorado,"4545 E 9th Ave, Suite 420",Denver,CO,80220,"4545 E 9TH AVE STE 100                  ,DENVER                   ,CO,80220","4545 E 9TH AVE, SUITE 420,DENVER,CO,80220",,,,,,0
,15417110,622176,77%,Moderate,,DAVID LEE CANCER CENTER                 ,3100 MACCORKLE AVE SE STE 101           ,CHARLESTON               ,WV,25304,West Virginia University Physicians of Charleston,3110 Maccorkle Ave Se,Charleston,WV,25304,"3100 MACCORKLE AVE SE STE 101           ,CHARLESTON               ,WV,25304","3110 MACCORKLE AVE SE,CHARLESTON,WV,25304",,,38.328756406374005,-81.60438345048429,,0
,2687378,482,77%,Moderate,,PHARMACY ALTERNATIVES CALIFORNIA LLC    ,2940 E LA PALMA AVE STE A               ,ANAHEIM                  ,CA,92806,Kaiser Permanente - Orange County Anaheim Medical Center,3440 E La Palma Ave,Anaheim,CA,92806,"2940 E LA PALMA AVE STE A               ,ANAHEIM                  ,CA,92806","3440 E LA PALMA AVE,ANAHEIM,CA,92806",,,33.8525419,-117.84445929999998,,0
,49750189,1123,77%,Moderate,,PRESENCE CHICAGO HOSP 340B              ,2216 W THOMAS ST NETWORK STE 200204     ,CHICAGO                  ,IL,60622,AMITA Health Saint Mary and Elizabeth Medical Center Chicago - Saint Mary Campus (FKA Presence Saint Mary and Elizabeth Medical Center - Saint Mary Campus),2233 W Division St,Chicago,IL,60622,"2216 W THOMAS ST NETWORK STE 200204     ,CHICAGO                  ,IL,60622","2233 W DIVISION ST,CHICAGO,IL,60622",,,41.90309025,-87.6833944753238,,0
,37445121,755328,77%,Moderate,,TARRYTOWN EXPOCARE LLC                  ,8500 SHOAL CREEK BLVD BLDG 3            ,AUSTIN                   ,TX,78757,US Dermatology Partners (FKA Bryan L Townsend MD PA),8044 Shoal Creek Blvd,Austin,TX,78757,"8500 SHOAL CREEK BLVD BLDG 3            ,AUSTIN                   ,TX,78757","8044 SHOAL CREEK BLVD,AUSTIN,TX,78757",,,30.364852000000003,-97.739487,,0
,38237743,742210,77%,Moderate,,NORTHWEST ONCOLOGY                      ,1435 N RANDALL RD STE 501               ,ELGIN                    ,IL,60123,Mohs Surgery & Dermatology Center,"1750 N Randall Rd, Ste 120",Elgin,IL,60123,"1435 N RANDALL RD STE 501               ,ELGIN                    ,IL,60123","1750 N RANDALL RD, STE 120,ELGIN,IL,60123",42.053894,-88.33931,42.076763,-88.335526,1.591971176142782,0
,6689818,702295,77%,Moderate,,VCU HEALTH SYSTEM STONY POINT           ,9000 STONY POINT PKWY                   ,RICHMOND                 ,VA,23235,Medarva Healthcare,"8700 Stony Point Pkwy, Ste 100",Richmond,VA,23235,"9000 STONY POINT PKWY                   ,RICHMOND                 ,VA,23235","8700 STONY POINT PKWY, STE 100,RICHMOND,VA,23235",37.552753,-77.56615500000001,,,,0
,8803418,3546,77%,Moderate,,WALGREENS ON SITE CLINIC 12872          ,100 E LANCASTER AVE STE 12              ,WYNNEWOOD                ,PA,19096,Lankenau Medical Center,100 E Lancaster Ave,Wynnewood,PA,19096,"100 E LANCASTER AVE STE 12              ,WYNNEWOOD                ,PA,19096","100 E LANCASTER AVE,WYNNEWOOD,PA,19096",,,39.98813305,-75.2624303761465,,0
,19903755,616,77%,Moderate,,SANTA ROSA AMBULATORY SURG CTR          ,76 BROOKWOOD AVE STE B                  ,SANTA ROSA               ,CA,95404,Sutter Santa Rosa Regional Hospital (FKA Sutter Medical Center of Santa Rosa),30 Mark West Springs Rd,Santa Rosa,CA,95404,"76 BROOKWOOD AVE STE B                  ,SANTA ROSA               ,CA,95404","30 MARK WEST SPRINGS RD,SANTA ROSA,CA,95404",,,38.5005064,-122.7399176,,0
,49563007,957166,77%,Moderate,,WALGREENS #16549 HLTH SYS PHCY          ,1 HOSPITAL PLZ STE G122                 ,STAMFORD                 ,CT,06902,Stamford Health Medical Group,1 Hospital Plz,Stamford,CT,06902,"1 HOSPITAL PLZ STE G122                 ,STAMFORD                 ,CT,06902","1 HOSPITAL PLZ,STAMFORD,CT,06902",,,,,,0
,36823493,1794,77%,Moderate,,"WALGREEN LOUISIANA CO, INC              ",1415 TULANE AVE STE 2CW07               ,NEW ORLEANS              ,LA,70112,Tulane Medical Center,1415 Tulane Ave,New Orleans,LA,70112,"1415 TULANE AVE STE 2CW07               ,NEW ORLEANS              ,LA,70112","1415 TULANE AVE,NEW ORLEANS,LA,70112",,,29.955861699999996,-90.0762932477873,,0
,34875976,721061,77%,Moderate,,FLORIDA CANCER-HIGHLAND-HLD             ,100 HIGHLAND AVE N                      ,LARGO                    ,FL,33770,Bay Dermatology and Cosmetic Surgery PA,115 Highland Ave N,Largo,FL,33770,"100 HIGHLAND AVE N                      ,LARGO                    ,FL,33770","115 HIGHLAND AVE N,LARGO,FL,33770",27.918152,-82.77491,27.917568,-82.774925,0.0403608796508654,1
