Category,ITM ID,Source ID,Match Score,Match Type,Mark As,ITM Business name,ITM Address -1,ITM City,ITM State,ITM Zip,Source Business name,Source Address -1,Source City,Source State,Source Zip
,34489778,693749,79%,Moderate,,FLORIDA CANCER SPECIALIST               ,425 S PARSONS AVE STE 101               ,BRANDON                  ,FL,33511,Florida Pain Relief Centers,"403 S Kings Ave, Suite 201",Brandon,FL,33511
,38586713,560,79%,Moderate,,UCSF MEDICAL CENTER BENIOFF             ,1975 4TH ST RM C4411                    ,SAN FRANCISCO            ,CA,94143,UCSF Helen Diller Medical Center at Parnassus Heights,505 Parnassus Ave,San Francisco,CA,94143
,33247727,702433,79%,Moderate,,WALGREEN CO                             ,6400 FANNIN ST STE 102                  ,HOUSTON                  ,TX,77030,Dermatology & Laser Surgery Center,"6400 Fannin St, Suite 2720",Houston,TX,77030
,31136738,2409,79%,Moderate,,CENTRAL CARE CANCER CENTER              ,1501 N OAKLAND AVE                      ,BOLIVAR                  ,MO,65613,Citizens Memorial Hospital,1500 N Oakland Ave,Bolivar,MO,65613
,49651634,744732,79%,Moderate,,21ST CENTURY ONCOLOGY OF KENTUCKY LLC   ,1460 BLUEGRASS AVE                      ,LOUISVILLE               ,KY,40215,KentuckyOne Health Medical Group,1850 Bluegrass Ave,Louisville,KY,40215
,6629558,1601,79%,Moderate,,CANCER CENTER OF KANSAS                 ,124 COMMODORE ST STE A                  ,PRATT                    ,KS,67124,Pratt Regional Medical Center,200 Commodore St,Pratt,KS,67124
,3998,743441,79%,Moderate,,MEYER ORTHOPEDIC & REHABILITATION HOSPIT,3535 S NATIONAL AVE                     ,SPRINGFIELD              ,MO,65807,Springfield Neurological and Spine Institute,3801 S National Ave,Springfield,MO,65807
,39173661,178,79%,Moderate,,MAYO CLIN BLDG PHX OP PHCY ERX          ,5881 E MAYO BLVD STE 1-304              ,PHOENIX                  ,AZ,85054,Mayo Clinic Hospital - Arizona,5777 E Mayo Blvd,Phoenix,AZ,85054
,33823956,5528,79%,Moderate,,ALLIED SERVICES PHARMACY                ,201 SMALLACOMBE DR STE 1                ,SCRANTON                 ,PA,18508,Allied Rehab Hospital (FKA Allied Services Rehab Hospital),475 Morgan Hwy,Scranton,PA,18508
,39242656,764129,79%,Moderate,,VICTORY HEMATOLOGY & ONCOLOGY           ,4940 VAN NUYS BLVD STE 207              ,SHERMAN OAKS             ,CA,91403,Mid Valley Pulmonary Medical Group (FKA San Fernando Valley Medical Group Inc),"4940 Van Nuys Blvd, Suite 200",Sherman Oaks,CA,91403
,38238115,4326,79%,Moderate,,PAVILION PHARMACY 340B                  ,500 J CLYDE MORRIS BLVD RM 1-501        ,NEWPORT NEWS             ,VA,23601,Riverside Regional Medical Center,500 J Clyde Morris Blvd,Newport News,VA,23601
,4272671,729786,79%,Moderate,,NEW YORK CANCER & BLOOD SPECIALISTS     ,2330 EASTCHESTER RD                     ,BRONX                    ,NY,10469,Howard W Bruckner MD PC,"2330 Eastchester Rd, 3rd Floor",Bronx,NY,10469
,2688851,3742,79%,Moderate,,MEDICAL CENTER EAST PHCY 340B           ,1215 21ST AVE S                         ,NASHVILLE                ,TN,37232,Vanderbilt University Medical Center,1211 Medical Center Dr,Nashville,TN,37232
,33661971,706553,79%,Moderate,,JOHNSTON CANCER CENTER(340B)            ,514 N BRIGHTLEAF BLVD STE 1100          ,SMITHFIELD               ,NC,27577,UNC Radiation Oncology at Smithfield,"514 N Brightleaf Blvd, Ste 1200",Smithfield,NC,27577
,34687317,610090,79%,Moderate,,EASTERN IDAHO SPINE SPORTS & REH        ,3101 VALENCIA DR                        ,IDAHO FALLS              ,ID,83404,Idaho Falls Surgical Specialists PLLC,2805 Valencia Dr,Idaho Falls,ID,83404
,7891754,621414,79%,Moderate,,FLORIDA CANCER-BONITA-BON               ,9776 BONITA BEACH RD SE STE 201A        ,BONITA SPRINGS           ,FL,34135,Melanoma Center of Hope (AKA David C Ritter M D Surgical Oncology and General Surgery P A),"9776 Bonita Beach Rd SE, Ste 102",Bonita Springs,FL,34135
,26832297,801,78%,Moderate,,FLORIDA CANCER SPECIALISTS              ,61 MEMORIAL MEDICAL PKWY STE 2818       ,PALM COAST               ,FL,32164,AdventHealth Palm Coast (FKA Florida Hospital Flagler),60 Memorial Medical Pkwy,Palm Coast,FL,32164
,1886756,956382,78%,Moderate,,TEXAS ONCOLOGY-PHMCY-FLOWER MO          ,4370 MEDICAL ARTS DR STE 100            ,FLOWER MOUND             ,TX,75028,Associates of Surgery,"4370 Medical Arts Dr, Ste 200",Flower Mound,TX,75028
,1886757,929993,78%,Moderate,,TEXAS ONCOLOGY PHARMACY - IRVING        ,2021 N MACARTHUR BLVD STE 400           ,IRVING                   ,TX,75061,Pure Dermatology Center,"2001 N Macarthur Blvd, Suite 444",Irving,TX,75061
,34366437,552126,78%,Moderate,,SOUTHEAST NEBRASKA HEM/ONC-LINCO        ,3901 PINE LAKE RD STE 111               ,LINCOLN                  ,NE,68516,Bryan Physician Network,"3901 Pine Lake Rd, Suite 335",Lincoln,NE,68516
,35381300,955758,78%,Moderate,,UCONN HEALTH PHARMACY SERVICES INC      ,270 FARMINGTON AVE STE 108              ,FARMINGTON               ,CT,06032,ProHealth Physicians Inc,3 Farm Glen Blvd,Farmington,CT,06032
,13580148,850870,78%,Moderate,,"NYU HOSPITALS CTR., CANCE               ",160 E 34TH ST FL 6                      ,NEW YORK                 ,NY,10016,NYU Langone Hassenfeld Childrens Hospital,424 E 34th St,New York,NY,10016
,3957,749482,78%,Moderate,,WOMENS AND CHILDRENS HOSPITAL           ,404 N KEENE ST                          ,COLUMBIA                 ,MO,65201,Nichols Mohs and Skin Surgery,"303 N Keene St, Suite 201",Columbia,MO,65201
,38373658,589866,78%,Moderate,,WALGREEN CO                             ,111 MICHIGAN AVE NW STE 1107            ,WASHINGTON               ,DC,20010,Childrens National Health Network,111 Michigan Ave Nw,Washington,DC,20010
,19291161,585164,78%,Moderate,,VIRGINIA CANCER INSTITUTE               ,1401 JOHNSTON WILLIS DR STE 100         ,RICHMOND                 ,VA,23235,Virginia Urology,9101 Stony Point Dr,Richmond,VA,23235
,13728226,3748,78%,Moderate,,SUMMIT SURGERY CENTER LP                ,3901 CENTRAL PIKE STE 152               ,HERMITAGE                ,TN,37076,TriStar Summit Medical Center,5655 Frist Blvd,Hermitage,TN,37076
,1906252,755757,78%,Moderate,,CONTRA COSTA ONCOLOGY                   ,500 LENNON LN                           ,WALNUT CREEK             ,CA,94598,Michael P Sherman MD PHD,500 Lennon Ln,Walnut Creek,CA,94598
,21261960,640326,78%,Moderate,,WESTERN PA SURGERY CENTER               ,6001 STONEWOOD DR FL 1                  ,WEXFORD                  ,PA,15090,Three Rivers Urology PC,3000 Stonewood Dr,Wexford,PA,15090
,52102479,1914,78%,Moderate,,JOHNS HOPKINS OUTPATIENT PHARMACY AT VIR,201 N BROADWAY ST STE G1015             ,BALTIMORE                ,MD,21287,The Johns Hopkins Hospital,1800 Orleans St,Baltimore,MD,21287
,15232811,11,78%,Moderate,,MIZZOU PHARMACY - UNIVERSITY HOSPIT     ,1 HOSPITAL DR RM 1L29                   ,COLUMBIA                 ,MO,65201,Harry S Truman Memorial Veterans Hospital,800 Hospital Dr,Columbia,MO,65201
,9075784,719921,78%,Moderate,,SARMED OUTPATIENT PHARMACY              ,999 N CURTIS RD STE 102                 ,BOISE                    ,ID,83706,Idaho Dermatologic Surgery & Laser Center PA,"999 N Curtis Rd, Ste 505",Boise,ID,83706
,32285350,577054,78%,Moderate,,OHSU PHARMACY AT CHH BUILDING 1         ,3303 SW BOND AVE RM 1150                ,PORTLAND                 ,OR,97239,OHSU Spine Center,"3303 Sw Bond Ave, Building 1 12th Floor",Portland,OR,97239
,32633594,847,78%,Moderate,,PUBLIC HEALTH TRUST                     ,1660 NW 7TH CT                          ,MIAMI                    ,FL,33136,UHealth Tower,1400 NW 12th Ave,Miami,FL,33136
,37229827,379,78%,Moderate,,UCLA 16TH STREET PHARMACY               ,1223 16TH ST RM 1202                    ,SANTA MONICA             ,CA,90404,UCLA Medical Center - Santa Monica,1250 16th St,Santa Monica,CA,90404
,1877006,681397,78%,Moderate,,GAYCO HEALTHCARE                        ,507 INDUSTRIAL BLVD                     ,DUBLIN                   ,GA,31021,Mark Spivey Orthopedic Clinic LLC (AKA Mark Spivey Orthopedic Clinic LLC),230 Industrial Blvd,Dublin,GA,31021
,1877438,622389,78%,Moderate,,PHARMERICA (HOUSTON)                    ,1289 N POST OAK RD STE 130              ,HOUSTON                  ,TX,77055,Houston Cancer Institute PA,"1220 Blalock Rd, Ste 140",Houston,TX,77055
,37967759,912,78%,Moderate,,"PUBLIX SUPER MARKET, INC                ",1324 LAKELAND HILLS BLVD STE 203        ,LAKELAND                 ,FL,33805,Lakeland Regional Health Medical Center,1324 Lakeland Hills Blvd,Lakeland,FL,33805
,13044903,1914,78%,Moderate,,JOHNS HOPKINS OP PHARMACY AT BARTLETT PR,1717 E MONUMENT ST                      ,BALTIMORE                ,MD,21287,The Johns Hopkins Hospital,1800 Orleans St,Baltimore,MD,21287
,4205059,585193,78%,Moderate,,DENVER HEALTH PRIMARY CARE PHARMACY     ,301 W 6TH AVE                           ,DENVER                   ,CO,80204,Denver Health Physicians,777 Bannock St,Denver,CO,80204
,10369300,603116,78%,Moderate,,UTAH CANCER SPECIALISTS                 ,1492 W ANTELOPE DR STE 125              ,LAYTON                   ,UT,84041,Utah Hematology Oncology PC,"2132 N Robins Dr W, Ste 301",Layton,UT,84041
,13410478,2110,78%,Moderate,,WALGREENS                               ,3901 BEAUBIEN ST RM 108                 ,DETROIT                  ,MI,48201,Childrens Hospital of Michigan,3901 Beaubien St,Detroit,MI,48201
,2115122,866406,78%,Moderate,,VIRGINIA CANCER INSTITUTE               ,6605 W BROAD ST STE A                   ,RICHMOND                 ,VA,23230,Richmond Oncology Associates,6605 W Broad St,Richmond,VA,23230
,2387696,642043,78%,Moderate,,ATLANTIC PROFESSIONAL PHARMACY          ,1045 ATLANTIC AVE STE 102               ,LONG BEACH               ,CA,90813,Ulmer Dermatology,"1045 Atlantic Ave, Suite 819",Long Beach,CA,90813
,37906600,579,78%,Moderate,,SMMC OP 340B                            ,222 W 39TH AVE # 1PH021                 ,SAN MATEO                ,CA,94403,San Mateo Medical Center (AKA San Mateo County Health System),222 W 39th Ave,San Mateo,CA,94403
,13410628,659386,78%,Moderate,,FRANCISCAN OUTPATIENT PHARMACY-OLYM     ,3700 W 203RD ST STE 108                 ,OLYMPIA FIELDS           ,IL,60461,Specialty Physicians of Illinois,3700 W 203rd St,Olympia Fields,IL,60461
,13556750,3013,78%,Moderate,,MEDICAL CENTER PHARMACY WHA             ,2421 SILVER STREAM LN                   ,WILMINGTON               ,NC,28401,New Hanover Regional Medical Center,2131 S 17th St,Wilmington,NC,28401
,2698870,4503,78%,Moderate,,MAYO CLINIC HEALTH SYSTEM 340B          ,1400 BELLINGER ST STE PHM 1             ,EAU CLAIRE               ,WI,54703,Mayo Clinic Hospital - Eau Claire,1221 Whipple St,Eau Claire,WI,54703
,26805169,160,78%,Moderate,,ST. JOSEPH OUTPATIENT SURGERY           ,240 W THOMAS RD STE A                   ,PHOENIX                  ,AZ,85013,St Josephs Hospital and Medical Center,350 W Thomas Rd,Phoenix,AZ,85013
,8972748,638613,78%,Moderate,,PROF OFFICE BLDG PHCY                   ,1725 W HARRISON ST STE 418              ,CHICAGO                  ,IL,60612,Affiliated Radiologists SC,"1725 W Harrison St, Suite 437",Chicago,IL,60612
,9013501,560,78%,Moderate,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO  ,505 PARNASSUS AVE RM M39                ,SAN FRANCISCO            ,CA,94143,UCSF Helen Diller Medical Center at Parnassus Heights,505 Parnassus Ave,San Francisco,CA,94143
,36691948,1128,78%,Moderate,,WALGREENS                               ,1775 DEMPSTER ST STE TO1116             ,PARK RIDGE               ,IL,60068,Advocate Lutheran General Hospital,1775 Dempster St,Park Ridge,IL,60068
,1766569,599084,78%,Moderate,,FORT SUTTER SURGERY CENTER              ,2801 K ST STE 525                       ,SACRAMENTO               ,CA,95816,Michael J Fazio MD Inc (AKA Skin Cancer Surgery Center),"2805 J St, Suite 100",Sacramento,CA,95816
,36110196,715165,78%,Moderate,,FLORIDA CANCER-MEDICAL PARK- MPO        ,3000 MEDICAL PARK DR STE 250            ,TAMPA                    ,FL,33613,USF Breast Health Physician Group,"3000 Medical Park Dr, Suite 140",Tampa,FL,33613
,23021181,708150,78%,Moderate,,ONCOLOGY HEMATOLOGY WEST                ,17201 WRIGHT ST STE 200                 ,OMAHA                    ,NE,68130,MD West ONE,"17030 Lakeside Hills Plz, Suite 200",Omaha,NE,68130
,29468665,666627,78%,Moderate,,ALLIANCE CANCER SPECIALISTS PC          ,599 W STATE ST STE 312                  ,DOYLESTOWN               ,PA,18901,Doylestown Dermatology Llc,"599 W State St, Ste 305",Doylestown,PA,18901
,36775009,728505,78%,Moderate,,FLORIDA CANCER-MEASE-MSE                ,3280 N MCMULLEN BOOTH RD STE 200        ,CLEARWATER               ,FL,33761,Countryside Cancer Center (AKA Pinellas Radiation Oncology Associates),3155 N McMullen Booth Rd,Clearwater,FL,33761
,4789063,724939,78%,Moderate,,BEEMAN'S HIGHLAND PHARMACY              ,399 E HIGHLAND AVE STE 103              ,SAN BERNARDINO           ,CA,92404,Jeffrey P Rattet MD Inc,"399 E Highland Ave, Ste 524",San Bernardino,CA,92404
,23749685,621309,78%,Moderate,,YELLOWSTONE SURGERY CENTER              ,1144 N 28TH ST                          ,BILLINGS                 ,MT,59101,Yellowstone Dermatology PLLC,"2900 12th Ave N, Suite 240w",Billings,MT,59101
,1892682,853907,78%,Moderate,,VENTURA COUNTY HEM ONCLGY SPCLSTS       ,1700 N ROSE AVE STE 320                 ,OXNARD                   ,CA,93030,Advantage Hospitalists Inc,1600 N Rose Ave,Oxnard,CA,93030
,4204734,774095,78%,Moderate,,SILICON VALLEY SURGERY CENTER           ,14601 S BASCOM AVE STE 100              ,LOS GATOS                ,CA,95032,Refined Dermatology (AKA Skin Cancer Center of Silicon Valley),"800 Pollard Rd, Bldg A",Los Gatos,CA,95032
,38570721,749,78%,Moderate,,WALGREEN CO                             ,2041 GEORGIA AVE NW # 1-J10             ,WASHINGTON               ,DC,20060,Howard University Hospital,2041 Georgia Ave NW,Washington,DC,20060
,9013506,742982,78%,Moderate,,UNIV OF VIRGINIA CANCER CTR PANTOPS     ,590 PETER JEFFERSON PKWY STE 175        ,CHARLOTTESVILLE          ,VA,22911,Advanced Dermatology,"600 Peter Jefferson Pkwy, Ste 310",Charlottesville,VA,22911
,1927620,835002,78%,Moderate,,ALLIANCE CANCER SPECIALISTS             ,1078 W BALTIMORE PIKE STE 1             ,MEDIA                    ,PA,19063,Delaware County Surgical Associates PC,"1088 W Baltimore Pike, Suite 2507",Media,PA,19063
,27659530,712551,78%,Moderate,,PACIFIC SHORES MEDICAL GROUP            ,19582 BEACH BLVD STE 212                ,HUNTINGTON BEACH         ,CA,92648,Advanced Dermatology Care Center Inc,"19582 Beach Blvd, Ste 217",Huntington Beach,CA,92648
,28392565,695256,78%,Moderate,,TEXAS ONCOLOGY PHARMACY N AUST          ,12221 RENFERT WAY STE 300               ,AUSTIN                   ,TX,78758,Austin Area Obstetrics Gynecology and Fertility,"12200 Renfert Way, Suite 100",Austin,TX,78758
,34563390,948136,78%,Moderate,,REGIONAL CANCER CENTER                  ,8931 COLONIAL CENTER DR                 ,FORT MYERS               ,FL,33905,Florida Gynecologic Oncology,"8931 Colonial Center Dr, Suite 400",Fort Myers,FL,33905
,16267601,833878,78%,Moderate,,FLORIDA CANCER SPECIALISTS              ,601 E ALTAMONTE DR STE 100              ,ALTAMONTE SPRINGS        ,FL,32701,Orlando Cardiac and Vascular Specialists LLC,"251 Maitland Ave, Suite 116",Altamonte Springs,FL,32701
,27581733,570,78%,Moderate,,COMMUNITY HEALTH CTR CTRL               ,2180 JOHNSON AVE STE A                  ,SAN LUIS OBISPO          ,CA,93401,French Hospital Medical Center,1911 Johnson Ave,San Luis Obispo,CA,93401
,1815,551527,78%,Moderate,,TRIPLER ARMY MED CTR                    ,1 JARRETT WHITE RD                      ,TRIPLER ARMY MEDICAL CENT,HI,96859,Tripler Army Medical Center,1 Jarrett White Rd,Honolulu,HI,96859
,1887182,3983,78%,Moderate,,LONGVIEW CANCER CENTER                  ,1300 N 4TH ST                           ,LONGVIEW                 ,TX,75601,Longview Regional Medical Center,2901 4th St,Longview,TX,75605
,20610840,707998,78%,Moderate,,LACKS CANCER CENTER AT ST MARYS         ,250 CHERRY ST SE                        ,GRAND RAPIDS             ,MI,49503,Cherry Health,100 Cherry St Se,Grand Rapids,MI,49503
,35572048,2271,78%,Moderate,,UMHC CARE CLINIC PHARMACY               ,2500 N STATE ST RM H120                 ,JACKSON                  ,MS,39216,The University of Mississippi Medical Center,2500 N State St,Jackson,MS,39216
,38153842,4333,78%,Moderate,,VIRGINIA CANCER INST-PETERSBURG         ,210 MEDICAL PARK BLVD STE 200           ,PETERSBURG               ,VA,23805,Southside Regional Medical Center,200 Medical Park Blvd,Petersburg,VA,23805
,15486169,623,78%,Moderate,,SUTTER NORTH PROCEDURE CENTER           ,550 B ST                                ,YUBA CITY                ,CA,95991,Sutter Surgical Hospital North Valley,455 Plumas Blvd,Yuba City,CA,95991
,19506077,1673,78%,Moderate,,APPALACHIAN REGIONAL HEALTHCARE         ,37 BALL PARK RD                         ,HARLAN                   ,KY,40831,Harlan ARH Hospital,81 Ball Park Rd,Harlan,KY,40831
,49430483,668562,78%,Moderate,,NEWLAND MEDICAL ASSOCIATES              ,5701 BOW POINTE DR STE 335              ,CLARKSTON                ,MI,48346,Michigan Center for Orthopedic Surgery and Physical Therapy PLC,"5701 Bow Pointe Dr, Ste 300",Clarkston,MI,48346
,1915086,678895,78%,Moderate,,HUDSON VALLEY HEM ONC-ORALS             ,159 BARNEGAT RD STE 101                 ,POUGHKEEPSIE             ,NY,12601,Hudson Valley Cancer Center (AKA Hudson Valley Hematology Oncology Associates RLLP),"19 Baker Ave, Suite 100",Poughkeepsie,NY,12601
,39143144,614437,78%,Moderate,,TRIDENTCARERX                           ,910 TATE BLVD SE STE 111                ,HICKORY                  ,NC,28602,Piedmont Neurosurgery PA,"1899 Tate Blvd Se, Ste 2108",Hickory,NC,28602
,34034210,1779,78%,Moderate,,ANESTHESIOLOGY & PAIN                   ,1103 KALISTE SALOOM RD STE 304          ,LAFAYETTE                ,LA,70508,Lafayette Surgical Specialty Hospital,1101 Kaliste Saloom Rd,Lafayette,LA,70508
,37108621,189,78%,Moderate,,BANNER MD ANDERSON CANCER CENTER        ,2946 E BANNER GATEWAY DR                ,GILBERT                  ,AZ,85234,Banner Gateway Medical Center,1900 N Higley Rd,Gilbert,AZ,85234
,12576792,502,78%,Moderate,,RUHS MC RETAIL PHARMACY WAC             ,26520 CACTUS AVE RM E1124               ,MORENO VALLEY            ,CA,92555,Riverside University Health System Medical Center (FKA Riverside County Regional Medical Center),26520 Cactus Ave,Moreno Valley,CA,92555
,13579960,689036,78%,Moderate,,COMPREHENSIVE CANCER CENTER PH          ,325 W 15TH ST                           ,NEW YORK                 ,NY,10011,Lance H Brown MD PLLC (AKA Cosmetic Medical and Dermatological Surgery),10 W 15th St,New York,NY,10011
,27477432,542185,78%,Moderate,,VUMC OP VCH PHS                         ,2200 CHILDRENS WAY # VCH2106            ,NASHVILLE                ,TN,37232,Monroe Carell Jr Childrens Hospital at Vanderbilt,2200 Childrens Way,Nashville,TN,37232
,8248493,755902,78%,Moderate,,NMMC OUTPATIENT INFUSION                ,990 S MADISON ST                        ,TUPELO                   ,MS,38801,Sanders Clinic for Women PA,1041 South Madison Street,Tupelo,MS,38801
,24023146,730649,78%,Moderate,,GMP PHARMACY SCMS                       ,5140 N CALIFORNIA AVE STE G105          ,CHICAGO                  ,IL,60625,Aurora Nuclear Medicine Service Ltd,5140 N California Ave,Chicago,IL,60625
,27432893,1305,78%,Moderate,,MEDICAL CONSULTANTS                     ,2401 W UNIVERSITY AVE STE 1430          ,MUNCIE                   ,IN,47303,IU Health Ball Memorial Hospital,2401 W University Ave,Muncie,IN,47303
,49557112,670671,78%,Moderate,,FLORIDA CANCER-STUART-STT               ,301 SE OCEAN BLVD STE 102               ,STUART                   ,FL,34994,Stuart Oncology Associates PA,"501 Se Osceola St, Suite 301",Stuart,FL,34994
,14742832,5997,78%,Moderate,,TEXAS ONCOLOGY                          ,501 W MEDICAL CENTER BLVD               ,WEBSTER                  ,TX,77598,Cornerstone Specialty Hospitals Clear Lake,709 W Medical Center Blvd,Webster,TX,77598
,38394271,773821,78%,Moderate,,THE ORTHO SURG AND SPINE                ,4110 BRIARGATE PKWY STE 200             ,COLORADO SPRINGS         ,CO,80920,Academy Dermatology and Laser Center,"1665 Briargate Blvd, Ste 200",Colorado Spgs,CO,80920
,36686524,617422,78%,Moderate,,PONTCHARTRAIN CANCER CENTER INC         ,120 LAKEVIEW CIR                        ,COVINGTON                ,LA,70433,Baldone Dermatology LLC,150 Lakeview Cir,Covington,LA,70433
,8965989,4222,78%,Moderate,,UUH UHOSP OP PHCY 340B                  ,50 N MEDICAL DR RM W1600                ,SALT LAKE CITY           ,UT,84132,University of Utah Hospital,50 N Medical Dr,Salt Lake City,UT,84132
,34700258,758051,78%,Moderate,,MEDS MADE EASY PHARMACY                 ,3830 BEE RIDGE RD STE 101               ,SARASOTA                 ,FL,34233,Dermatology Associates (AKA Monica K Bedi MD PA),"3830 Bee Ridge Rd, Suite 200",Sarasota,FL,34233
,1882119,662858,78%,Moderate,,PENN STATE HEALTH COMMUNITY MEDICAL GROU,3912 TRINDLE RD                         ,CAMP HILL                ,PA,17011,Orthopedic Institute of Pennsylvania,3399 Trindle Rd,Camp Hill,PA,17011
,53301742,1970,78%,Moderate,,BIDMC PHARMACY INC                      ,364 BROOKLINE AVE                       ,BOSTON                   ,MA,02215,Beth Israel Deaconess Medical Center,330 Brookline Ave,Boston,MA,02215
,22386297,1963,78%,Moderate,,APOTHECARE PHARMACY LLC                 ,720 CENTRE ST                           ,BROCKTON                 ,MA,02302,Signature Healthcare Brockton Hospital,680 Centre St,Brockton,MA,02302
,27624557,1090,78%,Moderate,,HEARTLAND LONG TERM CARE                ,8455 W EMERALD ST                       ,BOISE                    ,ID,83704,Treasure Valley Hospital,8800 W Emerald St,Boise,ID,83704
,4120295,550787,78%,Moderate,,HEALTH SPECTRUM PHARMACY SERVICES       ,1637 CHEW ST                            ,ALLENTOWN                ,PA,18102,Lehigh Valley Hospital - 17th Street,1627 Chew St,Allentown,PA,18102
,24477977,274387,78%,Moderate,,NEW HORIZON PHARMACY #2 3               ,975 W FARIS RD                          ,GREENVILLE               ,SC,29605,Shriners Hospitals for Children - Greenville,950 W Faris Rd,Greenville,SC,29605
,23652415,801729,78%,Moderate,,BLACKSTONE VALLEY SURGICARE             ,1526 ATWOOD AVE STE 300                 ,JOHNSTON                 ,RI,02919,Coastal Dermatology and Cosmetic Center,"1539 Atwood Ave, Suite 301",Johnston,RI,02919
,27020488,854139,78%,Moderate,,PACIFIC HEIGHTS SURGERY C               ,3000 CALIFORNIA ST STE A                ,SAN FRANCISCO            ,CA,94115,Pacific Gynecology Surgical Group,"2100 Webster St, Suite 518",San Francisco,CA,94115
,9240357,780022,78%,Moderate,,HOSPICE OF NE FLORIDA                   ,4266 SUNBEAM RD                         ,JACKSONVILLE             ,FL,32257,Southside Dermatology,4727 Sunbeam Rd,Jacksonville,FL,32257
,5064333,1195,78%,Moderate,,MERCY PROFESSIONAL BLDG PHCY            ,1315 N HIGHLAND AVE STE 101             ,AURORA                   ,IL,60506,AMITA Health Mercy Medical Center Aurora (FKA Presence Mercy Medical Center),1325 N Highland Ave,Aurora,IL,60506
,9268748,4187,78%,Moderate,,TEXAS ONCOLOGY                          ,5400 KELL BLVD                          ,WICHITA FALLS            ,TX,76310,Kell West Regional Hospital,5420 Kell Blvd,Wichita Falls,TX,76310
,4273600,591898,78%,Moderate,,MID FLORIDA HEMATOLOGY & ONCOLGY        ,2776 ENTERPRISE RD STE 100              ,ORANGE CITY              ,FL,32763,Volusia Hand Surgery Clinic PA,"2777 Enterprise Rd, Ste 1",Orange City,FL,32763
,32134023,624205,78%,Moderate,,HAYWORTH CANCER CENTER                  ,302 WESTWOOD AVE                        ,HIGH POINT               ,NC,27262,Piedmont Prostate Center PLLC,218 Gatewood Ave,High Point,NC,27262
,1905288,603778,78%,Moderate,,ARIZONA ONCOLOGY ASSOCIATES             ,2625 N CRAYCROFT RD STE 201             ,TUCSON                   ,AZ,85712,Dyson Dermatology PLLC,"2222 N Craycroft Rd, Suite 100",Tucson,AZ,85712
,13443515,3546,78%,Moderate,,MAIN LINE ONCOLOGY HEMATLGY ASSOCS      ,100 E LANCASTER AVE STE B20             ,WYNNEWOOD                ,PA,19096,Lankenau Medical Center,100 E Lancaster Ave,Wynnewood,PA,19096
,8943857,4317,78%,Moderate,,VIRGINIA ONCOLOGY ASSOCIATES            ,3000 COLISEUM DR STE 104                ,HAMPTON                  ,VA,23666,Sentara CarePlex Hospital,3000 Coliseum Dr,Hampton,VA,23666
,21155945,609246,78%,Moderate,,UTAH CANCER SPECIALISTS                 ,3838 S 700 E STE 100                    ,SALT LAKE CITY           ,UT,84106,Omega Interventional Pain PLLC,"3838 S 700 E, Ste 300",Salt Lake Cty,UT,84106
,34616889,982051,78%,Moderate,,HFMC COLUMBUS ONCOLOGY 340B             ,39450 W 12 MILE RD STE 1B               ,NOVI                     ,MI,48377,Novi Dermatology,"44000 W 12 Mile Rd, Suite 103",Novi,MI,48377
,37151548,90,78%,Moderate,,IHRX4U                                  ,1 MOBILE INFIRMARY CIR                  ,MOBILE                   ,AL,36607,Mobile Infirmary,5 Mobile Infirmary Cir,Mobile,AL,36607
,2702870,5696,78%,Moderate,,"INTERMOUNTAIN HEALTHCARE, INC           ",9500 S 1300 E                           ,SANDY                    ,UT,84094,Encompass Health Rehabilitation Hospital of Utah (FKA HealthSouth Rehabilitation Hospital of Utah),8074 S 1300 E,Sandy,UT,84094
,30098398,1175,78%,Moderate,,WALGREENS 9638 WINFIELD                 ,25 N WINFIELD RD STE 101                ,WINFIELD                 ,IL,60190,Northwestern Medicine Central DuPage Hospital,25 N Winfield Rd,Winfield,IL,60190
,34263817,627752,78%,Moderate,,EINSTEIN AT CENTER ONE PHARMACY         ,9880 BUSTLETON AVE STE 332              ,PHILADELPHIA             ,PA,19115,Center for Dermatology Laser and Cosmetic Surgery Llc,"9892 Bustleton Ave, Suite 204",Philadelphia,PA,19115
,39404436,636839,78%,Moderate,,OCHSNER PHARMACY AND WELLNESS- BAPTIST  ,2820 NAPOLEON AVE STE 220               ,NEW ORLEANS              ,LA,70115,Eric M Finley MD LLC,"2820 Napoleon Ave, Suite 645",New Orleans,LA,70115
,30044008,624353,78%,Moderate,,ONCOLOGY SPECIALTIES PC                 ,1107 14TH AVE SE STE 200                ,DECATUR                  ,AL,35601,Decatur ENT Associates PC,1218 13th Ave Se,Decatur,AL,35601
,19057621,4264,78%,Moderate,,WALGREENS                               ,1401 JOHNSTON WILLIS DR # 1300          ,RICHMOND                 ,VA,23235,Johnston-Willis Hospital,1401 Johnston Willis Dr,Richmond,VA,23235
,34616701,3197,78%,Moderate,,AKRON CHILDREN'S HOSPITAL               ,6505 MARKET ST BLDG A                   ,YOUNGSTOWN               ,OH,44512,Mercy Health - St Elizabeth Boardman Hospital,8401 Market St,Youngstown,OH,44512
,49467540,2913,78%,Moderate,,NORTHWELL HLTHCR INC                    ,440 E MAIN ST                           ,BAY SHORE                ,NY,11706,Southside Hospital,301 E Main St,Bay Shore,NY,11706
